Recipe Id,Recipe Name English,Recipe Name Local,Is Non Veg,Total Active Time,Total Passive Time,Total Steps,Warning,Extra Info
chicken_momos,Chicken Steamed Dumplings,Chicken Momos,True,2280,1800,4,"The key to a succulent filling is using raw minced chicken and including a small amount of fat (oil or butter), which renders during steaming and creates a juicy, flavorful interior. [41]",
mixed_veg_pakora,Mixed Vegetable Fritters,Pakora,False,1140,600,4,"The secret to crispy, non-greasy pakoras is a thick batter. Salt the vegetables first to draw out their moisture, which then hydrates the flour, minimizing the need for extra water. [52]",
golgappa,Crispy Spheres with Spicy Water,Golgappa,False,2040,1800,5,"The key to perfectly crisp and puffed puris (golgappe) is a firm, elastic dough that is rolled very thin, and frying at a consistent medium-high temperature. [63, 64]",
pav_bhaji,Spicy Vegetable Mash with Soft Bread,Pav Bhaji,False,3120,0,6,"The ideal texture is achieved by mashing the vegetables directly in the pan with the masala base, not by using a blender, which can make the bhaji gluey. The generous use of butter is non-negotiable for the authentic taste. [73, 70]",
kanda_poha,Maharashtrian Onion Poha,Kanda Poha,False,840,900,5,"The secret to fluffy poha is rinsing the flakes in a sieve under running water, not soaking them in a bowl, which makes them mushy. [81]",
indori_poha,Indore-Style Steamed Poha,Indori Poha,False,900,900,4,"The authentic Indori Poha is steamed, not sautéed, resulting in a softer, fluffier texture. The flavor comes from the elaborate garnishes, especially the unique Jeeravan masala. [82]",
samosa,Spicy Potato Stuffed Pastry,Samosa,False,2400,2400,5,"The most critical step for a perfect, blister-free, crispy crust is the low-heat frying method. Starting the samosas in moderately hot oil and frying them slowly is the secret to a bakery-style finish. [92]","Evolving from the meat-filled Middle Eastern sambusak, the samosa was completely reimagined in India with its iconic spiced potato filling to become the nation's most beloved savory snack."
vada_pav,Mumbai's Potato Fritter Burger,Vada Pav,False,2580,0,5,"The authentic street-style dry garlic chutney is made using the crispy fried droplets of leftover batter (chura), which gives it an intense savory flavor and crunch. [102]",
khaman_dhokla,"The Spongy, Steamed Wonder of Gujarat",Khaman Dhokla,False,600,2100,4,"Made with a base of besan (gram flour), it is celebrated for its incredibly soft, spongy, and porous texture, which eagerly soaks up a sweet and tangy tempering. [1] Its success is not a matter of chance but a direct result of a well-aerated batter and a precise, uninterrupted steaming process.",
gobi_manchurian,The Indo-Chinese Sensation,Gobi Manchurian,False,2520,0,7,"Crispy, battered cauliflower florets are tossed in a glossy sauce that is simultaneously tangy, sweet, spicy, and deeply savory. The primary challenge is achieving a spectacular crunch in the cauliflower and, more importantly, preserving that crispness until the moment it is served. [6]","An icon of 'Indo-Chinese' cuisine, this dish was invented in Kolkata by Chinese chefs who adapted their saucy, stir-frying techniques to Indian tastes, creating a national sensation out of battered cauliflower."
khasta_kachori,Moong Dal Stuffed Flaky Pastry,Khasta Kachori,False,1200,3180,4,"The secret to the signature flaky, melt-in-the-mouth texture lies in the 'moyan' (fat rubbed into flour) and the slow, low-heat frying technique, which is essential for a brittle crust. [11, 12]",
raj_kachori,The King of Chaats,Raj Kachori,False,1500,2400,4,"A grand preparation where a large, crisp shell becomes the edible bowl for a lavish assortment of chaat fillings. The shell is engineered from sooji to be exceptionally crisp and sturdy. [13]",
khandvi,"The Delicate, Rolled Ribbons of Gujarat",Khandvi,False,1500,600,5,Its success hinges on two critical junctures: cooking the batter to the precise consistency and spreading it with speed and skill before it sets. [15],
rava_uttapam,The Savory South Indian Pancake,Rava Uttapam,False,600,1800,4,"The crucial resting period of 20-30 minutes allows the rava granules to absorb liquid and soften, ensuring the cooked uttapam is soft and not raw-tasting. [20]",
galouti_kebab,The Kebab that Melts in Your Mouth,Galouti Kebab,True,1800,7200,4,"Its signature texture is achieved through a two-pronged approach: mechanical grinding of the meat to a fine paste and enzymatic tenderization using raw papaya paste. To omit papaya would be to miss the entire point of the dish. [23, 24]","Descended from Turkish and Persian grilling traditions, kebabs were elevated into a culinary art form in the royal kitchens of Lucknow and Delhi, resulting in iconic Indian variations from skewered mince to melt-in-the-mouth patties."
shammi_kebab,"The Hearty, Lentil-Bound Patty",Shammi Kebab,True,2700,0,5,"The unique texture and taste are derived from its defining ingredient: chana dal (split Bengal gram), which is cooked along with the meat. The mixture must be cooked until completely dry before grinding. [27]","Descended from Turkish and Persian grilling traditions, kebabs were elevated into a culinary art form in the royal kitchens of Lucknow and Delhi, resulting in iconic Indian variations from skewered mince to melt-in-the-mouth patties."
lamb_seekh_kebab,Classic Lamb Seekh Kebab,Seekh Kebab,True,1920,7200,4,The primary technical challenge is ensuring the minced meat mixture adheres firmly to the skewer. Using mince with a significant fat content (20-25%) and controlling moisture are crucial. [30],"Descended from Turkish and Persian grilling traditions, kebabs were elevated into a culinary art form in the royal kitchens of Lucknow and Delhi, resulting in iconic Indian variations from skewered mince to melt-in-the-mouth patties."
veg_seekh_kebab,Vegetable Seekh Kebab,Veg Seekh Kebab,False,3000,0,3,A delicious vegetarian alternative that uses a medley of vegetables and binders like roasted besan and breadcrumbs to mimic the texture. [29],
chicken_tikka,The Icon of the Tandoor,Chicken Tikka,True,2100,30600,4,"The secret to its juicy, flavorful character lies in a methodical, two-stage marination process, designed to both tenderize and protect, ensuring succulence under the intense heat of the grill. [36, 37]",
gajar_ka_halwa,Carrot Pudding,Gajar ka Halwa,False,3360,0,4,"The quintessential North Indian winter dessert, traditionally made with seasonal red 'Delhi gajar' for their vibrant color and juiciness. The final touch of sautéing the halwa in ghee at the end is a professional trick that imparts a rich gloss and wonderful aroma. [28]",
gujiya,Sweet Fried Dumplings,Gujiya,False,3600,2400,4,"The undisputed star of the Holi festival. The secret to a perfect, crisp, and blister-free crust is a stiff dough with sufficient fat (moyan) and, most importantly, patient frying on consistently low heat. [3, 4]",
jalebi,Fermented Sweet Spirals,Jalebi,False,2820,86400,4,"The traditional method involves fermenting a flour-based batter, which lends a characteristic slight sourness that balances the sweetness of the syrup. Success hinges on a medium-consistency batter and a one-string consistency sugar syrup. [11]","With roots in the Persian sweet zalibiya, the jalebi was adopted across India, celebrated for its unique tangled shape created by deep-frying a fermented batter which is then soaked in sugar syrup."
gulab_jamun,Fried Milk-Solid Dumplings in Syrup,Gulab Jamun,False,2400,9900,5,A perfect Gulab Jamun is uniformly cooked and soaks up syrup to become melt-in-the-mouth. A hard center is a classic sign of frying at too high a temperature; the key is slow and patient frying on a consistently low flame. [1],"Believed to be derived from a Persian fritter, this beloved dessert was created in India by deep-frying milk solids (khoya) and soaking the spongy spheres in an aromatic, rose-flavored syrup."
rasgulla,Spongy Cheese Balls in Syrup,Rasgulla,False,2280,4500,5,"A masterpiece of Bengali technique. Success depends on the quality of milk, the moisture of the chenna, and precise cooking. Do not open the lid during the initial high-heat cooking phase, as the drop in pressure can cause them to flatten. [5]",
rasmalai,Cheese Discs in Sweetened Milk,Rasmalai,False,3900,18900,5,"A sophisticated dessert where spongy chenna patties are soaked in a luxurious, saffron-infused milk (rabri). The long soaking time is crucial for the discs to absorb the flavored milk completely. [8]",
puran_poli,Sweet Lentil Stuffed Flatbread,Puran Poli,False,6000,2400,5,"A beloved Maharashtrian sweet flatbread. The most common problem is the poli tearing while rolling, which can be avoided by ensuring the puran filling is mashed until perfectly smooth and the dough is very soft and well-rested. [16, 38]",
shahi_tukra,Royal Bread Pudding,Shahi Tukra,False,3600,0,4,"A decadent bread pudding from Mughlai cuisine. The most common pitfall is soggy bread; to avoid this, fry the bread until truly crisp and dip it only briefly in the sugar syrup. [12, 15]","This decadent bread pudding, whose name means 'royal piece,' was introduced from Central Asia and transformed by Mughal chefs who used fried bread, thickened milk (rabri), and aromatic syrup."
phirni,Ground Rice Pudding,Phirni,False,2400,16200,5,"A classic creamy pudding where rice is ground to a coarse paste before being cooked in milk. The key to avoiding lumps is to make a smooth slurry of the rice powder with cold milk before adding it to the simmering pot. It is traditionally served chilled in earthenware bowls. [20, 41]",
sandesh,Delicate Fresh Cheese Fudge,Sandesh,False,1020,2700,4,"A classic Bengali sweet that epitomizes elegance. The most common failure is overcooking the chenna-sugar mixture, which makes it grainy and crumbly. The cooking time is extremely brief, only 4-5 minutes on a low flame. [6]",
petha,Candied Ash Gourd,Petha,False,1800,388800,5,"An iconic translucent sweet from Agra, this is a multi-day process that transforms ash gourd into a candy. The initial 24-hour soak in slaked lime (chuna) water is a non-negotiable chemical step that gives the petha its firm, crystalline texture. [13, 14]",
rabri,Thickened Sweet Cream,Rabri,False,4500,0,4,"A classic North Indian sweet made by patiently simmering full-fat milk until it reduces, while collecting the layers of cream (malai) on the sides of the pan. These layers are scraped back in at the end, creating a unique layered, grainy texture. [19]",
malpua,Syrup-Soaked Pancakes,Malpua,False,1800,1800,4,"A traditional sweet pancake fried in ghee until the edges are crisp and the center is soft, then soaked in sugar syrup. Often served with Rabri for a delightful contrast of textures. [10]",
kulfi,Traditional Indian Ice Cream,Kulfi,False,3900,30600,4,"Unlike churned ice cream, Kulfi is a dense, rich, and creamy frozen dessert made by slow-cooking and reducing full-fat milk for hours until thick and caramelized. An effective modern shortcut uses a blend of evaporated milk, condensed milk, and heavy cream. [21, 51, 53]","This dense, un-churned frozen dessert was introduced during the Mughal era, who adapted Persian ice-making techniques to create a uniquely Indian treat by slowly simmering and freezing sweetened, flavored milk."
imarti,Urad Dal Funnel Cakes,Imarti,False,6840,7200,6,"Made from a ground urad dal batter, Imarti has a texture that is softer and denser than Jalebi. Achieving a light, fluffy batter requires a long grinding time and vigorous beating. [54, 55]",
kaju_katli,Cashew Fudge,Kaju Katli,False,1200,3600,6,"A prized sweet made from cashews and sugar. Success hinges on grinding the cashews into a fine powder without releasing their oil (by using short pulses) and cooking the mixture for the exact right amount of time to avoid a hard or sticky result. [18, 57]",
sweet_lassi,Classic Sweet Lassi,Meethi Lassi,False,360,0,5,"This recipe creates a classic sweet lassi, balancing the tang of the yogurt with sweetness and delicate aromatics. The quality of the fresh, full-fat yogurt is critical. [2]",
salted_lassi,Savory Salted Lassi,Namkeen Lassi,False,300,0,4,"A superb digestive and a perfect counterpoint to a rich, spicy meal. Black salt is essential for the characteristic pungent flavor. [2]",
mango_lassi,Mango Lassi,Mango Lassi,False,225,0,4,"The most popular fruit variation, this is a thick, creamy, and indulgent drink. The quality of the mango is paramount for the best flavor. [1]",
masala_chai,Foundational Masala Chai,Kadak Chai,False,660,0,5,"This recipe follows the traditional, high-extraction method to produce a kadak (strong) and robust chai. Repeating the boiling and simmering process 2-3 times is the critical step to develop the deep, rich flavor. [13]",
kashmiri_kahwah,Authentic Kashmiri Kahwah,Kahwah,False,300,40,4,"An aromatic, warming brew from Kashmir. The most critical step is steeping the delicate green tea leaves off-heat for only 30-40 seconds to prevent bitterness. [19]",
vegetable_raita,Master Vegetable Raita,Vegetable Raita,False,540,1800,4,An essential cooling counterpoint to spicy main courses. Prepare vegetables just before mixing to ensure a crisp texture and prevent the raita from becoming watery. [26],
axone_chutney,Axone Chutney,Axone Chutney,False,600,0,3,"One of the simplest and most direct ways to experience the intensely pungent, deeply savory, and exceptionally umami-rich flavor of Axone (fermented soybeans). [31]",
bamboo_shoot_stir_fry,Northeast Indian Bamboo Shoot Stir-Fry,Bamboo Shoot Stir-Fry,False,1140,0,4,A simple stir-fry that highlights the texture of bamboo shoots. Fresh bamboo shoots must be properly detoxified by boiling or soaking before use. [37],
gundruk_soup,Gundruk Soup,Gundruk ko Jhol,False,1560,900,5,"The most quintessential dish made from Gundruk (fermented greens). It is a thin, soupy curry with a powerful tangy flavor, often fortified with potatoes or soybeans. [30]",
